1715239949.521852 -45.0 555903.7589863561 4553192.360892971 787.9 41.12811 69.66600666666666
1715239950.543649 -45.0 555903.7589863561 4553192.360892971 787.9 41.12811 69.66600666666666
1715239951.565633 -45.0 555903.61767293 4553192.544844959 787.6 41.12811166666667 69.666005
1715239952.588097 -45.0 555903.61767293 4553192.544844959 787.6 41.12811166666667 69.666005
1715239953.610166 -45.0 555903.4806035026 4553192.173732003 787.3 41.12810833333333 69.66600333333334
1715239954.632563 -45.0 555903.4806035026 4553192.173732003 787.3 41.12810833333333 69.66600333333334
1715239955.653654 -38.0 555903.0552486001 4553192.9106096355 787.4 41.128115 69.66599833333333
1715239956.675125 -38.0 555903.0552486001 4553192.9106096355 787.4 41.128115 69.66599833333333
1715239957.696397 -38.0 555903.6134289254 4553193.099909904 787.7 41.12811666666666 69.666005
1715239958.719634 -38.0 555903.6134289254 4553193.099909904 787.7 41.12811666666666 69.666005
1715239959.742504 -34.0 555903.6134289254 4553193.099909904 787.7 41.12811666666666 69.666005
1715239960.765463 -34.0 555903.7519129972 4553193.286001217 788.0 41.12811833333333 69.66600666666666
1715239961.787176 -32.0 555903.7519129972 4553193.286001217 788.0 41.12811833333333 69.66600666666666
1715239962.808567 -32.0 555904.3030198454 4553194.400409782 788.4 41.128128333333336 69.66601333333334
1715239963.831056 -34.0 555904.3030198454 4553194.400409782 788.4 41.128128333333336 69.66601333333334
1715239964.851744 -34.0 555904.4386744946 4553194.956544405 788.7 41.12813333333333 69.666015
1715239965.873649 -37.0 555904.4386744946 4553194.956544405 788.7 41.12813333333333 69.666015
1715239966.894115 -37.0 555903.5922088955 4553195.875234639 788.7 41.128141666666664 69.666005
1715239967.91599 -38.0 555903.5922088955 4553195.875234639 788.7 41.128141666666664 69.666005
1715239968.937959 -38.0 555902.0547379178 4553195.678446889 788.9 41.12814 69.66598666666667
1715239969.959618 -36.0 555902.0547379178 4553195.678446889 788.9 41.12814 69.66598666666667
1715239970.979991 -36.0 555900.9412067627 4553194.929803329 789.1 41.12813333333333 69.66597333333333
1715239972.000933 -40.0 555900.9412067627 4553194.929803329 789.1 41.12813333333333 69.66597333333333
1715239973.022202 -40.0 555900.9412067627 4553194.929803329 789.1 41.12813333333333 69.66597333333333
1715239974.044921 -37.0 555899.5577798982 4553192.883869232 788.9 41.128115 69.66595666666667
1715239975.06698 -37.0 555899.5577798982 4553192.883869232 788.9 41.128115 69.66595666666667
1715239976.089691 -33.0 555900.2586882216 4553192.70419553 789.1 41.12811333333333 69.665965
1715239977.112208 -33.0 555900.2586882216 4553192.70419553 789.1 41.12811333333333 69.665965
1715239978.133957 -30.0 555901.6491880248 4553193.8250215165 789.2 41.128123333333335 69.66598166666667
1715239979.155528 -30.0 555901.6491880248 4553193.8250215165 789.2 41.128123333333335 69.66598166666667
1715239980.175648 -30.0 555903.4593835295 4553194.949056735 789.1 41.12813333333333 69.66600333333334
1715239981.199054 -30.0 555903.4593835295 4553194.949056735 789.1 41.12813333333333 69.66600333333334
1715239982.221985 -32.0 555905.2808961741 4553194.592919213 789.2 41.12813 69.666025
1715239983.243174 -32.0 555905.2808961741 4553194.592919213 789.2 41.12813 69.666025
1715239984.2661 -35.0 555907.5320085449 4553192.944839794 789.1 41.128115 69.66605166666666
1715239985.289431 -35.0 555907.5320085449 4553192.944839794 789.1 41.128115 69.66605166666666
1715239986.312066 -38.0 555907.5320085449 4553192.944839794 789.1 41.128115 69.66605166666666
1715239987.335965 -38.0 555908.3798897674 4553191.841128363 788.8 41.128105 69.66606166666666
1715239988.358644 -41.0 555908.3798897674 4553191.841128363 788.8 41.128105 69.66606166666666
1715239989.381163 -41.0 555909.0666503593 4553193.511671992 789.0 41.12812 69.66607
1715239990.404588 -50.0 555909.0666503593 4553193.511671992 789.0 41.12812 69.66607
1715239991.426651 -50.0 555908.7769492863 4553194.804684011 789.0 41.12813166666667 69.66606666666667
1715239992.448301 -51.0 555908.7769492863 4553194.804684011 789.0 41.12813166666667 69.66606666666667
1715239993.471662 -51.0 555908.3459348334 4553196.281647942 788.8 41.128145 69.66606166666666
1715239994.49538 -48.0 555908.3459348334 4553196.281647942 788.8 41.128145 69.66606166666666
1715239995.517206 -48.0 555907.344007799 4553199.23450615 788.8 41.12817166666667 69.66605
1715239996.540547 -45.0 555907.344007799 4553199.23450615 788.8 41.12817166666667 69.66605
1715239997.56364 -45.0 555907.1899615482 4553201.083652928 788.7 41.128188333333334 69.66604833333334
1715239998.58702 -44.0 555907.1899615482 4553201.083652928 788.7 41.128188333333334 69.66604833333334
1715239999.607935 -44.0 555907.1899615482 4553201.083652928 788.7 41.128188333333334 69.66604833333334
1715240000.629675 -46.0 555906.4805653713 4553202.373455868 788.9 41.1282 69.66604
1715240001.652015 -46.0 555906.4805653713 4553202.373455868 788.9 41.1282 69.66604
1715240002.673925 -49.0 555905.2158194102 4553203.103915129 789.2 41.128206666666664 69.666025
1715240003.694027 -49.0 555905.2158194102 4553203.103915129 789.2 41.128206666666664 69.666025
1715240004.717723 -47.0 555903.3971382132 4553203.090009347 789.3 41.128206666666664 69.66600333333334
1715240005.739492 -47.0 555903.3971382132 4553203.090009347 789.3 41.128206666666664 69.66600333333334
1715240006.763011 -43.0 555902.9788572099 4553202.901778734 789.4 41.128205 69.66599833333333
1715240007.785642 -43.0 555902.9788572099 4553202.901778734 789.4 41.128205 69.66599833333333
1715240008.806954 -42.0 555901.582700883 4553202.521039065 789.4 41.12820166666667 69.66598166666667
1715240009.828526 -42.0 555901.582700883 4553202.521039065 789.4 41.12820166666667 69.66598166666667
1715240010.851938 -39.0 555899.908161851 4553201.953138825 789.5 41.12819666666667 69.66596166666666
1715240011.873974 -39.0 555899.908161851 4553201.953138825 789.5 41.12819666666667 69.66596166666666
1715240012.896599 -42.0 555896.9702917882 4553201.930678 789.7 41.12819666666667 69.66592666666666
1715240013.917993 -42.0 555896.9702917882 4553201.930678 789.7 41.12819666666667 69.66592666666666
1715240014.93896 -44.0 555896.9702917882 4553201.930678 789.7 41.12819666666667 69.66592666666666
1715240015.961234 -44.0 555894.3235343689 4553200.4301841175 790.0 41.12818333333333 69.665895
1715240016.984088 -44.0 555894.3235343689 4553200.4301841175 790.0 41.12818333333333 69.665895
1715240018.007456 -44.0 555892.230712864 4553199.674055559 790.0 41.12817666666667 69.66587
1715240019.030646 -39.0 555892.230712864 4553199.674055559 790.0 41.12817666666667 69.66587
1715240020.053151 -39.0 555890.7017284887 4553198.367140293 790.0 41.128165 69.66585166666667
1715240021.074933 -37.0 555890.7017284887 4553198.367140293 790.0 41.128165 69.66585166666667
1715240022.095763 -37.0 555891.1383966638 4553196.150088758 789.9 41.128145 69.66585666666667
1715240023.117969 -37.0 555891.1383966638 4553196.150088758 789.9 41.128145 69.66585666666667
1715240024.140012 -37.0 555892.2731443393 4553194.123406087 790.0 41.12812666666667 69.66587
1715240025.161521 -37.0 555892.2731443393 4553194.123406087 790.0 41.12812666666667 69.66587
